Building,Time,Weekday,Student_Count_Building
Ketter,18:15,Thursday,6
Knox,18:15,Thursday,127
Norton,18:15,Thursday,37
Nsc,18:15,Thursday,137
Obrian,18:15,Thursday,165
Park,18:15,Thursday,10
Spaulding,18:15,Thursday,16
Talbrt,18:15,Thursday,34
Alumni,21:15,Tuesday,17
Baldy,21:15,Tuesday,147
Bell,21:15,Tuesday,27
Capen,21:15,Tuesday,6
Hoch,21:15,Tuesday,24
Park,21:15,Tuesday,37
Talbrt,21:15,Tuesday,31
Alumni,21:30,Tuesday,17
Baldy,21:30,Tuesday,147
Bell,21:30,Tuesday,27
Capen,21:30,Tuesday,6
Hoch,21:30,Tuesday,24
Park,21:30,Tuesday,37
Talbrt,21:30,Tuesday,31
Alumni,21:45,Tuesday,17
Bell,21:45,Tuesday,27
Arr,10:45,Friday,5
Baird,10:45,Friday,2
Baldy,10:45,Friday,53
Bell,10:45,Friday,8
Bonner,10:45,Friday,11
Cfa,10:45,Friday,9
Clemen,10:45,Friday,6
Frnczk,10:45,Friday,77
Furnas,10:45,Friday,41
Jacobs,10:45,Friday,51
Obrian,10:45,Friday,23
Park,10:45,Friday,24
Talbrt,10:45,Friday,35
Arr,12:45,Friday,5
Baldy,12:45,Friday,49
Bonner,12:45,Friday,16
Cfa,12:45,Friday,23
Clemen,12:45,Friday,15
Cooke,12:45,Friday,35
Frnczk,12:45,Friday,26
Furnas,12:45,Friday,28
Jarvis,12:45,Friday,12
Obrian,12:45,Friday,13
Park,12:45,Friday,8
Ubcmns,12:45,Friday,11
Arr,21:15,Monday,29
Baldy,21:15,Monday,43
Capen,21:15,Monday,15
Clemen,21:15,Monday,17
Hoch,21:15,Monday,22
Obrian,21:15,Monday,27
Park,21:15,Monday,40
Arr,21:15,Wednesday,29
Baldy,21:15,Wednesday,4
Hoch,21:15,Wednesday,24
Arr,21:30,Monday,29
Baldy,21:30,Monday,43
Capen,21:30,Monday,15
Clemen,21:30,Monday,17
Hoch,21:30,Monday,22
Obrian,21:30,Monday,14
Park,21:30,Monday,40
Arr,21:30,Wednesday,29
Baldy,21:30,Wednesday,4
Hoch,21:30,Wednesday,24
Baird,15:45,Friday,3
Baldy,15:45,Friday,47
Bonner,15:45,Friday,16
CFA,15:45,Friday,20
Furnas,15:45,Friday,12
Knox,15:45,Friday,189
Norton,15:45,Friday,15
Nsc,15:45,Friday,91
Obrian,15:45,Friday,8
Spaulding,15:45,Friday,12
Baird,16:45,Friday,9
Baldy,16:45,Friday,26
Bonner,16:45,Friday,16
Capen,16:45,Friday,20
Clemen,16:45,Friday,13
Frnczk,16:45,Friday,50
Knox,16:45,Friday,189
Obrian,16:45,Friday,25
Baird,18:30,Friday,24
Baldy,18:30,Friday,22
Clemen,18:30,Friday,13
Cooke,18:30,Friday,25
Frnczk,18:30,Friday,31
Norton,18:30,Friday,242
Nsc,18:30,Friday,139
Obrian,18:30,Friday,25
Baird,18:45,Friday,24
Baldy,18:45,Friday,6
Baird,19:00,Friday,24
Baldy,19:00,Friday,49
Frnczk,19:00,Friday,35
Baird,19:15,Friday,24
Baldy,19:15,Friday,49
Frnczk,19:15,Friday,35
Baird,19:30,Friday,24
Baldy,19:30,Friday,49
Frnczk,19:30,Friday,35
Baird,19:45,Friday,24
Baldy,19:45,Friday,49
Baird,20:00,Friday,24
Baldy,20:00,Friday,49
Baird,20:15,Friday,24
Baldy,20:15,Friday,49
Baldy,8:00,Friday,44
Clemen,8:00,Friday,24
Cooke,8:00,Friday,139
Davis,8:00,Friday,35
Frnczk,8:00,Friday,24
Jacobs,8:00,Friday,24
Obrian,8:00,Friday,38
Park,8:00,Friday,25
Talbrt,8:00,Friday,24
Ubcmns,8:00,Friday,7
Baldy,8:00,Monday,50
Capen,8:00,Monday,15
Clemen,8:00,Monday,59
Cooke,8:00,Monday,179
Davis,8:00,Monday,35
Frnczk,8:00,Monday,25
Jacobs,8:00,Monday,37
Knox,8:00,Monday,36
Nsc,8:00,Monday,110
Obrian,8:00,Monday,67
Park,8:00,Monday,25
Talbrt,8:00,Monday,25
Baldy,8:00,Wednesday,74
Capen,8:00,Wednesday,29
Clemen,8:00,Wednesday,67
Cooke,8:00,Wednesday,139
Davis,8:00,Wednesday,35
Frnczk,8:00,Wednesday,15
Furnas,8:00,Wednesday,7
Hoch,8:00,Wednesday,21
Jacobs,8:00,Wednesday,37
Knox,8:00,Wednesday,36
Nsc,8:00,Wednesday,110
Obrian,8:00,Wednesday,67
Park,8:00,Wednesday,25
Talbrt,8:00,Wednesday,49
Baldy,8:15,Friday,44
Clemen,8:15,Friday,24
Cooke,8:15,Friday,163
Davis,8:15,Friday,35
Frnczk,8:15,Friday,24
Jacobs,8:15,Friday,24
Obrian,8:15,Friday,38
Park,8:15,Friday,25
Talbrt,8:15,Friday,24
Ubcmns,8:15,Friday,7
Baldy,8:30,Friday,44
Bonner,8:30,Friday,11
Clemen,8:30,Friday,24
Cooke,8:30,Friday,163
Davis,8:30,Friday,35
Frnczk,8:30,Friday,24
Jacobs,8:30,Friday,24
Obrian,8:30,Friday,38
Park,8:30,Friday,25
Talbrt,8:30,Friday,24
Ubcmns,8:30,Friday,7
Baldy,8:45,Friday,25
Bonner,8:45,Friday,11
Cooke,8:45,Friday,59
Ubcmns,8:45,Friday,7
Baldy,9:45,Friday,27
Bell,9:45,Friday,8
Bonner,9:45,Friday,18
Capen,9:45,Friday,32
Clemen,9:45,Friday,4
Cooke,9:45,Friday,58
Frnczk,9:45,Friday,10
Obrian,9:45,Friday,23
Park,9:45,Friday,11
Talbrt,9:45,Friday,74
Baldy,13:45,Friday,23
Bonner,13:45,Friday,16
Cfa,13:45,Friday,14
Clemen,13:45,Friday,15
Cooke,13:45,Friday,35
Frnczk,13:45,Friday,38
Furnas,13:45,Friday,28
Hoch,13:45,Friday,13
Jacobs,13:45,Friday,11
Jarvis,13:45,Friday,23
Math,13:45,Friday,50
Obrian,13:45,Friday,21
Park,13:45,Friday,10
Spaulding,13:45,Friday,12
Baldy,16:45,Thursday,261
Bell,16:45,Thursday,54
CFA,16:45,Thursday,64
Capen,16:45,Thursday,24
Cfa,16:45,Thursday,97
Clemen,16:45,Thursday,37
Cooke,16:45,Thursday,35
Frnczk,16:45,Thursday,29
Furnas,16:45,Thursday,20
Jacobs,16:45,Thursday,79
Ketter,16:45,Thursday,6
Knox,16:45,Thursday,32
Norton,16:45,Thursday,37
Obrian,16:45,Thursday,28
Park,16:45,Thursday,10
Slee,16:45,Thursday,42
Wilkeson,16:45,Thursday,23
Baldy,17:00,Friday,48
Bonner,17:00,Friday,16
Capen,17:00,Friday,98
Clemen,17:00,Friday,13
Cooke,17:00,Friday,35
Davis,17:00,Friday,19
Frnczk,17:00,Friday,78
Knox,17:00,Friday,189
Obrian,17:00,Friday,76
Baldy,17:15,Friday,48
Bonner,17:15,Friday,16
Capen,17:15,Friday,98
Clemen,17:15,Friday,13
Cooke,17:15,Friday,35
Davis,17:15,Friday,19
Frnczk,17:15,Friday,78
Knox,17:15,Friday,189
Obrian,17:15,Friday,76
Baldy,17:30,Friday,48
Bonner,17:30,Friday,16
Capen,17:30,Friday,98
Clemen,17:30,Friday,13
Cooke,17:30,Friday,35
Davis,17:30,Friday,19
Frnczk,17:30,Friday,78
Knox,17:30,Friday,189
Obrian,17:30,Friday,76
Baldy,17:45,Friday,22
Bonner,17:45,Friday,16
Capen,17:45,Friday,20
Clemen,17:45,Friday,13
Frnczk,17:45,Friday,23
Obrian,17:45,Friday,25
Baldy,18:00,Friday,22
Bonner,18:00,Friday,16
Capen,18:00,Friday,20
Clemen,18:00,Friday,13
Cooke,18:00,Friday,25
Frnczk,18:00,Friday,31
Norton,18:00,Friday,242
Nsc,18:00,Friday,139
Obrian,18:00,Friday,25
Baldy,18:15,Friday,22
Clemen,18:15,Friday,13
Cooke,18:15,Friday,25
Frnczk,18:15,Friday,31
Norton,18:15,Friday,242
Nsc,18:15,Friday,139
Obrian,18:15,Friday,25
Baldy,20:30,Friday,49
Baldy,21:15,Thursday,80
Bell,21:15,Thursday,27
Clemen,21:15,Thursday,11
Hoch,21:15,Thursday,22
Jacobs,21:15,Thursday,29
Obrian,21:15,Thursday,13
Baldy,21:30,Thursday,80
Bell,21:30,Thursday,27
Clemen,21:30,Thursday,11
Hoch,21:30,Thursday,22
Bell,21:45,Thursday,27
